date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:07	2183500/2183500	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-21514c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery.dataTables.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:07	16780/16780	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-418c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jasny-bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:07	213775/213775	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-3430f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:08	269400/269400	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-41c58%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/jquery-jvectormap.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:08	21163/21163	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-52ab%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:08	238050/238050	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd48ec-3a1e2%22	https://cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	D:/Extra/College/Sem%204/Admin%20Channel/cdnjs.cloudflare.com/ajax/libs/core-js/2.4.1/core.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:09	5091/5091	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-13e3%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/arrive.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:09	15237/15237	---M-Z	200	added ('OK')	application/javascript	etag:W/%225eddf407-3b85%22	https://buttons.github.io/buttons.js	D:/Extra/College/Sem%204/Admin%20Channel/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:10	40174/40174	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-9cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:10	16935/16935	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-4227%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:11	12156/12156	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-2f7c%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=2.1.2	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min1c51.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:11	33222/33222	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-81c6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:12	25403/25403	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e6ba644-633b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:12	134009/134009	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2014%20Jun%202020%2007:29:12%20GMT	http://connect.facebook.net/en_US/fbevents.js	D:/Extra/College/Sem%204/Admin%20Channel/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:13	725542/725542	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-b1226%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
12:59:14	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%221518903977%22	https://maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	D:/Extra/College/Sem%204/Admin%20Channel/maxcdn.bootstrapcdn.com/font-awesome/latest/css/font-awesome.min.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html?_ga=2.86817176.1812129689.1592119304-2122272501.1584067854)
12:59:14	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4864-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	D:/Extra/College/Sem%204/Admin%20Channel/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
12:59:14	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
12:59:15	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
12:59:16	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
12:59:17	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
12:59:17	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
12:59:17	307193/307193	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-4aff9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html)
12:59:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee11c4c-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
12:59:18	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
12:59:19	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
12:59:19	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202020%2007:29:19%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
12:59:19	2864/2864	---M--	200	added ('OK')	image/png	etag:%225e6ba644-b30%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
12:59:20	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-2f72%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:59:20	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-25cd%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:59:21	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225e6ba644-5478%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
12:59:22	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2014%20Jun%202020%2007:29:21%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/POST	D:/Extra/College/Sem%204/Admin%20Channel/demos.creative-tim.com/material-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
